date_purchased,gender,total_purchases
2005-01-16,male,30
2005-01-17,female,18
2005-01-17,male,16
2005-01-18,female,14
2005-01-18,male,18
2005-01-19,female,162
2005-01-19,male,165
2005-01-20,female,38
2005-01-20,male,19
2005-01-21,female,174
2005-01-21,male,192
2005-01-22,female,20
2005-01-22,male,26
2005-01-23,female,101
2005-01-23,male,85
2005-01-24,female,185
2005-01-24,male,222
2005-01-25,female,62
2005-01-25,male,54
2005-01-26,female,189
2005-01-26,male,159
2005-01-27,female,69
2005-01-27,male,48
2005-01-28,female,109
2005-01-28,male,112
2005-01-29,female,192
2005-01-29,male,223
2005-01-30,female,110
2005-01-30,male,110
2005-01-31,female,251
2005-01-31,male,248
2005-02-01,female,101
2005-02-01,male,127
2005-02-02,female,81
2005-02-02,male,76
2005-02-03,female,22
2005-02-03,male,20
2005-02-04,female,101
2005-02-04,male,91
2005-02-05,female,193
2005-02-05,male,215
2005-02-06,female,124
2005-02-06,male,140
2005-02-07,female,26
2005-02-07,male,39
2005-02-08,female,15
2005-02-08,male,13
2005-02-09,female,55
2005-02-09,male,56
2005-02-10,female,72
2005-02-10,male,65
2005-02-11,female,37
2005-02-11,male,50
2005-02-12,female,82
2005-02-12,male,69
2005-02-13,female,210
2005-02-13,male,217
2005-02-14,female,251
2005-02-14,male,257
2005-02-15,female,478
2005-02-15,male,483
2005-02-16,female,18
2005-02-16,male,27
2005-02-17,female,266
2005-02-17,male,291
2005-02-18,female,10
2005-02-18,male,12
2005-02-19,female,390
2005-02-19,male,370
2005-02-20,female,164
2005-02-20,male,160
2005-02-21,female,224
2005-02-21,male,235
2005-02-22,female,108
2005-02-22,male,146
2005-02-23,female,27
2005-02-23,male,16
2005-02-24,female,159
2005-02-24,male,152
2005-02-25,female,367
2005-02-25,male,355
2005-02-26,female,124
2005-02-26,male,125
2005-02-27,female,36
2005-02-27,male,41
2005-02-28,female,37
2005-02-28,male,35
2005-03-01,female,105
2005-03-01,male,89
2005-03-02,female,70
2005-03-02,male,79
2005-03-03,female,55
2005-03-03,male,74
2005-03-04,female,3
2005-03-04,male,1
2005-03-05,female,79
2005-03-05,male,78
2005-03-06,female,6
2005-03-06,male,15
2005-03-07,female,125
2005-03-07,male,164
2005-03-08,male,5
2005-03-09,female,49
2005-03-09,male,40
2005-03-10,female,408
2005-03-10,male,406
2005-03-11,female,23
2005-03-11,male,33
2005-03-12,female,17
2005-03-12,male,9
2005-03-13,female,40
2005-03-13,male,54
2005-03-14,female,98
2005-03-14,male,104
2005-03-15,female,193
2005-03-15,male,178
2005-03-16,female,153
2005-03-16,male,149
2005-03-17,female,68
2005-03-17,male,54
2005-03-18,female,42
2005-03-18,male,54
2005-03-19,female,29
2005-03-19,male,30
2005-03-20,female,24
2005-03-20,male,26
2005-03-21,female,73
2005-03-21,male,84
2005-03-22,female,95
2005-03-22,male,70
2005-03-23,female,66
2005-03-23,male,102
2005-03-24,female,111
2005-03-24,male,120
2005-03-25,female,55
2005-03-25,male,55
2005-03-26,female,199
2005-03-26,male,213
2005-03-27,female,38
2005-03-27,male,48
2005-03-28,female,183
2005-03-28,male,202
2005-03-29,female,85
2005-03-29,male,101
2005-03-30,female,1
2005-03-30,male,5
2005-03-31,female,6
2005-03-31,male,9
2005-04-01,female,3
2005-04-01,male,10
2005-04-02,female,64
2005-04-02,male,71
2005-04-03,female,45
2005-04-03,male,52
2005-04-04,female,79
2005-04-04,male,100
2005-04-05,female,8
2005-04-05,male,16
2005-04-06,female,305
2005-04-06,male,285
2005-04-07,female,23
2005-04-07,male,25
2005-04-08,female,36
2005-04-08,male,58
2005-04-09,female,243
2005-04-09,male,262
2005-04-10,female,102
2005-04-10,male,120
2005-04-11,female,148
2005-04-11,male,144
2005-04-12,female,50
2005-04-12,male,61
2005-04-13,female,23
2005-04-13,male,11
2005-04-14,female,380
2005-04-14,male,383
2005-04-15,female,84
2005-04-15,male,86
2005-04-16,female,4
2005-04-16,male,4
2005-04-17,female,65
2005-04-17,male,66
2005-04-18,female,19
2005-04-18,male,18
2005-04-19,female,266
2005-04-19,male,268
2005-04-20,female,169
2005-04-20,male,194
2005-04-21,female,35
2005-04-21,male,46
2005-04-22,female,33
2005-04-22,male,43
2005-04-23,female,47
2005-04-23,male,49
2005-04-24,female,12
2005-04-24,male,7
2005-04-25,female,83
2005-04-25,male,80
2005-04-26,female,66
2005-04-26,male,71
2005-04-27,female,169
2005-04-27,male,163
2005-04-28,female,225
2005-04-28,male,264
2005-04-29,female,24
2005-04-29,male,22
2005-04-30,female,95
2005-04-30,male,105
2005-05-01,female,36
2005-05-01,male,40
2005-05-02,female,186
2005-05-02,male,187
2005-05-03,female,122
2005-05-03,male,107
2005-05-04,female,221
2005-05-04,male,236
2005-05-05,female,32
2005-05-05,male,38
2005-05-06,female,150
2005-05-06,male,145
2005-05-07,female,60
2005-05-07,male,56
2005-05-08,female,134
2005-05-08,male,129
2005-05-09,female,13
2005-05-09,male,14
2005-05-10,female,244
2005-05-10,male,233
2005-05-11,female,282
2005-05-11,male,266
2005-05-12,female,51
2005-05-12,male,59
2005-05-13,female,126
2005-05-13,male,137
2005-05-14,female,150
2005-05-14,male,143
2005-05-15,female,475
2005-05-15,male,454
2005-05-16,female,17
2005-05-16,male,14
2005-05-17,female,253
2005-05-17,male,229
2005-05-18,female,389
2005-05-18,male,325
2005-05-19,female,12
2005-05-19,male,5
2005-05-20,female,89
2005-05-20,male,81
2005-05-21,female,14
2005-05-21,male,15
2005-05-22,female,1
2005-05-22,male,3
2005-05-23,female,38
2005-05-23,male,45
2005-05-24,female,126
2005-05-24,male,118
2005-05-25,female,40
2005-05-25,male,40
2005-05-26,female,101
2005-05-26,male,93
2005-05-27,female,19
2005-05-27,male,19
2005-05-28,female,13
2005-05-28,male,15
2005-05-29,female,46
2005-05-29,male,53
2005-05-30,female,45
2005-05-30,male,48
2005-05-31,female,26
2005-05-31,male,46
2005-06-01,female,102
2005-06-01,male,119
2005-06-02,female,398
2005-06-02,male,408
2005-06-03,female,53
2005-06-03,male,50
2005-06-04,female,50
2005-06-04,male,45
2005-06-05,female,110
2005-06-05,male,112
2005-06-06,female,4
2005-06-06,male,9
2005-06-07,female,45
2005-06-07,male,61
2005-06-08,female,29
2005-06-08,male,28
2005-06-09,female,304
2005-06-09,male,308
2005-06-10,female,52
2005-06-10,male,51
2005-06-11,female,39
2005-06-11,male,42
2005-06-12,female,5
2005-06-12,male,12
2005-06-13,female,151
2005-06-13,male,133
2005-06-14,female,236
2005-06-14,male,294
2005-06-15,female,145
2005-06-15,male,167
2005-06-16,female,33
2005-06-16,male,25
2005-06-17,female,2
2005-06-18,female,38
2005-06-18,male,47
2005-06-19,female,81
2005-06-19,male,74
2005-06-20,female,86
2005-06-20,male,88
2005-06-21,female,176
2005-06-21,male,171
2005-06-22,female,185
2005-06-22,male,210
2005-06-23,female,99
2005-06-23,male,123
2005-06-24,female,25
2005-06-24,male,19
2005-06-25,female,20
2005-06-25,male,36
2005-06-26,female,58
2005-06-26,male,50
2005-06-27,female,96
2005-06-27,male,89
2005-06-28,female,29
2005-06-28,male,16
2005-06-29,female,50
2005-06-29,male,48
2005-06-30,female,87
2005-06-30,male,76
2005-07-01,female,99
2005-07-01,male,88
2005-07-02,female,1
2005-07-02,male,3
2005-07-03,female,21
2005-07-03,male,21
2005-07-04,female,253
2005-07-04,male,347
2005-07-05,female,86
2005-07-05,male,77
2005-07-06,female,122
2005-07-06,male,114
2005-07-07,female,180
2005-07-07,male,205
2005-07-08,female,195
2005-07-08,male,194
2005-07-09,female,16
2005-07-09,male,14
2005-07-10,female,226
2005-07-10,male,193
2005-07-11,female,81
2005-07-11,male,85
2005-07-12,female,208
2005-07-12,male,218
2005-07-13,female,149
2005-07-13,male,186
2005-07-14,female,264
2005-07-14,male,266
2005-07-15,female,68
2005-07-15,male,73
2005-07-16,female,19
2005-07-16,male,24
2005-07-17,female,8
2005-07-17,male,7
2005-07-18,female,57
2005-07-18,male,48
2005-07-19,female,10
2005-07-19,male,4
2005-07-20,female,8
2005-07-20,male,5
2005-07-21,female,39
2005-07-21,male,38
2005-07-22,female,128
2005-07-22,male,123
2005-07-23,female,206
2005-07-23,male,212
2005-07-24,female,54
2005-07-24,male,55
2005-07-25,female,300
2005-07-25,male,319
2005-07-26,female,209
2005-07-26,male,230
2005-07-27,female,20
2005-07-27,male,15
2005-07-28,female,23
2005-07-28,male,30
2005-07-29,female,89
2005-07-29,male,130
2005-07-30,female,147
2005-07-30,male,139
2005-07-31,female,101
2005-07-31,male,96
2005-08-01,female,6
2005-08-01,male,5
2005-08-02,female,56
2005-08-02,male,64
2005-08-03,female,10
2005-08-03,male,23
2005-08-04,female,147
2005-08-04,male,175
2005-08-05,female,73
2005-08-05,male,67
2005-08-06,female,57
2005-08-06,male,45
2005-08-07,female,35
2005-08-07,male,34
2005-08-08,female,91
2005-08-08,male,70
2005-08-09,female,139
2005-08-09,male,150
2005-08-10,female,67
2005-08-10,male,81
2005-08-11,female,375
2005-08-11,male,402
2005-08-12,female,9
2005-08-12,male,20
2005-08-13,female,36
2005-08-13,male,49
2005-08-14,female,119
2005-08-14,male,122
2005-08-15,female,59
2005-08-15,male,84
2005-08-16,female,284
2005-08-16,male,319
2005-08-17,female,159
2005-08-17,male,157
2005-08-18,female,179
2005-08-18,male,216
2005-08-19,female,26
2005-08-19,male,40
2005-08-20,female,59
2005-08-20,male,52
2005-08-21,female,6
2005-08-21,male,9
2005-08-22,female,303
2005-08-22,male,345
2005-08-23,female,19
2005-08-23,male,32
2005-08-24,female,21
2005-08-24,male,31
2005-08-25,female,40
2005-08-25,male,45
2005-08-26,female,91
2005-08-26,male,98
2005-08-27,female,351
2005-08-27,male,404
2005-08-28,female,177
2005-08-28,male,177
2005-08-29,female,112
2005-08-29,male,114
2005-08-30,female,367
2005-08-30,male,420
2005-08-31,female,93
2005-08-31,male,131
2005-09-01,female,206
2005-09-01,male,216
2005-09-02,female,1
2005-09-02,male,1
2005-09-03,female,103
2005-09-03,male,128
2005-09-04,female,26
2005-09-04,male,30
2005-09-05,female,113
2005-09-05,male,106
2005-09-06,female,5
2005-09-06,male,3
2005-09-07,female,85
2005-09-07,male,75
2005-09-08,female,139
2005-09-08,male,149
2005-09-09,female,118
2005-09-09,male,144
2005-09-10,female,193
2005-09-10,male,174
2005-09-11,female,163
2005-09-11,male,148
2005-09-12,female,52
2005-09-12,male,55
2005-09-13,female,110
2005-09-13,male,112
2005-09-14,female,82
2005-09-14,male,85
2005-09-15,female,59
2005-09-15,male,56
2005-09-16,female,22
2005-09-16,male,35
2005-09-17,female,67
2005-09-17,male,76
2005-09-18,female,245
2005-09-18,male,237
2005-09-19,female,47
2005-09-19,male,46
2005-09-20,female,119
2005-09-20,male,123
2005-09-21,female,46
2005-09-21,male,63
2005-09-22,female,235
2005-09-22,male,243
2005-09-23,female,34
2005-09-23,male,38
2005-09-24,female,34
2005-09-24,male,30
2005-09-25,female,16
2005-09-25,male,8
2005-09-26,female,63
2005-09-26,male,63
2005-09-27,female,129
2005-09-27,male,153
2005-09-28,female,79
2005-09-28,male,67
2005-09-29,female,9
2005-09-29,male,3
2005-09-30,female,18
2005-09-30,male,17
2005-10-01,female,229
2005-10-01,male,263
2005-10-02,female,119
2005-10-02,male,126
2005-10-03,female,21
2005-10-03,male,21
2005-10-04,female,113
2005-10-04,male,96
2005-10-05,female,110
2005-10-05,male,132
2005-10-06,female,194
2005-10-06,male,169
2005-10-07,female,106
2005-10-07,male,109
2005-10-08,female,217
2005-10-08,male,219
2005-10-09,female,151
2005-10-09,male,119
2005-10-10,female,112
2005-10-10,male,129
2005-10-11,female,225
2005-10-11,male,246
2005-10-12,female,25
2005-10-12,male,23
2005-10-13,female,5
2005-10-13,male,2
2005-10-14,female,51
2005-10-14,male,46
2005-10-15,female,327
2005-10-15,male,350
2005-10-16,female,49
2005-10-16,male,62
2005-10-17,female,17
2005-10-17,male,18
2005-10-18,female,40
2005-10-18,male,41
2005-10-19,female,165
2005-10-19,male,184
2005-10-20,female,56
2005-10-20,male,56
2005-10-21,female,113
2005-10-21,male,125
2005-10-22,female,138
2005-10-22,male,127
2005-10-23,female,74
2005-10-23,male,89
2005-10-24,female,36
2005-10-24,male,36
2005-10-25,female,88
2005-10-25,male,92
2005-10-26,female,110
2005-10-26,male,118
2005-10-27,female,94
2005-10-27,male,116
2005-10-28,female,109
2005-10-28,male,119
2005-10-29,female,53
2005-10-29,male,59
2005-10-30,female,100
2005-10-30,male,104
2005-10-31,female,30
2005-10-31,male,19
2005-11-01,female,69
2005-11-01,male,87
2005-11-02,female,104
2005-11-02,male,114
2005-11-03,female,44
2005-11-03,male,60
2005-11-04,female,132
2005-11-04,male,152
2005-11-05,female,55
2005-11-05,male,59
2005-11-06,female,277
2005-11-06,male,288
2005-11-07,female,36
2005-11-07,male,43
2005-11-08,female,89
2005-11-08,male,82
2005-11-09,female,7
2005-11-09,male,9
2005-11-10,female,21
2005-11-10,male,23
2005-11-11,female,4
2005-11-11,male,5
2005-11-12,female,24
2005-11-12,male,43
2005-11-13,female,69
2005-11-13,male,86
2005-11-14,female,293
2005-11-14,male,268
2005-11-15,female,271
2005-11-15,male,354
2005-11-16,female,97
2005-11-16,male,105
2005-11-17,female,76
2005-11-17,male,93
2005-11-18,female,47
2005-11-18,male,53
2005-11-19,female,36
2005-11-19,male,40
2005-11-20,female,95
2005-11-20,male,107
2005-11-21,female,104
2005-11-21,male,112
2005-11-22,female,305
2005-11-22,male,363
2005-11-23,female,333
2005-11-23,male,341
2005-11-24,female,261
2005-11-24,male,258
2005-11-25,female,31
2005-11-25,male,40
2005-11-26,female,132
2005-11-26,male,152
2005-11-27,female,5
2005-11-27,male,12
2005-11-28,female,29
2005-11-28,male,16
2005-11-29,female,40
2005-11-29,male,47
2005-11-30,female,58
2005-11-30,male,48
2005-12-01,female,209
2005-12-01,male,227
2005-12-02,female,60
2005-12-02,male,56
2005-12-03,female,50
2005-12-03,male,49
2005-12-04,female,109
2005-12-04,male,143
2005-12-05,female,92
2005-12-05,male,78
2005-12-06,female,339
2005-12-06,male,412
2005-12-07,female,93
2005-12-07,male,85
2005-12-08,female,65
2005-12-08,male,50
2005-12-09,female,14
2005-12-09,male,15
2005-12-10,female,208
2005-12-10,male,212
2005-12-11,female,76
2005-12-11,male,74
2005-12-12,female,4
2005-12-12,male,10
2005-12-13,female,155
2005-12-13,male,167
2005-12-14,female,35
2005-12-14,male,24
2005-12-15,female,164
2005-12-15,male,182
2005-12-16,female,28
2005-12-16,male,28
2005-12-17,female,8
2005-12-17,male,6
2005-12-18,female,97
2005-12-18,male,98
2005-12-19,female,38
2005-12-19,male,34
2005-12-20,female,144
2005-12-20,male,136
2005-12-21,female,11
2005-12-21,male,5
2005-12-22,female,192
2005-12-22,male,194
2005-12-23,female,108
2005-12-23,male,93
2005-12-24,female,54
2005-12-24,male,73
2005-12-25,female,263
2005-12-25,male,244
2005-12-26,female,46
2005-12-26,male,43
2005-12-27,female,76
2005-12-27,male,68
2005-12-28,female,70
2005-12-28,male,66
2005-12-29,female,89
2005-12-29,male,96
2005-12-30,female,34
2005-12-30,male,27
2005-12-31,female,168
2005-12-31,male,183
2006-01-01,female,27
2006-01-01,male,25
2006-01-02,female,71
2006-01-02,male,65
2006-01-03,female,71
2006-01-03,male,83
2006-01-04,female,4
2006-01-04,male,4
2006-01-05,female,15
2006-01-05,male,18
2006-01-06,female,77
2006-01-06,male,101
2006-01-07,female,5
2006-01-07,male,6
2006-01-08,female,203
2006-01-08,male,154
2006-01-09,female,140
2006-01-09,male,136
2006-01-10,female,12
2006-01-10,male,28
2006-01-11,female,38
2006-01-11,male,27
2006-01-12,female,181
2006-01-12,male,218
2006-01-13,female,91
2006-01-13,male,101
2006-01-14,female,190
2006-01-14,male,227
2006-01-15,female,61
2006-01-15,male,56
2006-01-16,female,86
2006-01-16,male,106
2006-01-17,female,270
2006-01-17,male,319
2006-01-18,female,68
2006-01-18,male,47
2006-01-19,female,23
2006-01-19,male,33
2006-01-20,female,86
2006-01-20,male,87
2006-01-21,female,201
2006-01-21,male,227
2006-01-22,female,78
2006-01-22,male,70
2006-01-23,female,81
2006-01-23,male,75
2006-01-24,female,13
2006-01-24,male,21
2006-01-25,female,16
2006-01-25,male,22
2006-01-26,female,255
2006-01-26,male,296
2006-01-27,female,191
2006-01-27,male,178
2006-01-28,female,65
2006-01-28,male,81
2006-01-29,female,130
2006-01-29,male,138
2006-01-30,female,114
2006-01-30,male,120
2006-01-31,female,11
2006-01-31,male,6
2006-02-01,female,82
2006-02-01,male,90
2006-02-02,female,429
2006-02-02,male,464
2006-02-03,female,47
2006-02-03,male,54
2006-02-04,female,14
2006-02-04,male,12
2006-02-05,female,55
2006-02-05,male,63
2006-02-06,female,72
2006-02-06,male,71
2006-02-07,female,13
2006-02-07,male,13
2006-02-08,female,144
2006-02-08,male,157
2006-02-09,female,230
2006-02-09,male,245
2006-02-10,female,3
2006-02-11,female,145
2006-02-11,male,164
2006-02-12,female,228
2006-02-12,male,260
2006-02-13,female,224
2006-02-13,male,277
2006-02-14,female,50
2006-02-14,male,57
2006-02-15,female,470
2006-02-15,male,444
2006-02-16,female,189
2006-02-16,male,177
2006-02-17,female,418
2006-02-17,male,415
2006-02-18,female,234
2006-02-18,male,288
2006-02-19,female,71
2006-02-19,male,81
2006-02-20,female,73
2006-02-20,male,50
2006-02-21,female,21
2006-02-21,male,33
2006-02-22,female,95
2006-02-22,male,101
2006-02-23,female,113
2006-02-23,male,130
2006-02-24,female,174
2006-02-24,male,178
2006-02-25,female,149
2006-02-25,male,122
2006-02-26,female,13
2006-02-26,male,19
2006-02-27,female,39
2006-02-27,male,32
2006-02-28,female,68
2006-02-28,male,62
2006-03-01,female,136
2006-03-01,male,124
2006-03-02,female,81
2006-03-02,male,94
2006-03-03,female,108
2006-03-03,male,123
2006-03-04,female,156
2006-03-04,male,144
2006-03-05,female,187
2006-03-05,male,205
2006-03-06,female,74
2006-03-06,male,94
2006-03-07,female,113
2006-03-07,male,83
2006-03-08,female,41
2006-03-08,male,29
2006-03-09,female,176
2006-03-09,male,129
2006-03-10,female,25
2006-03-10,male,33
2006-03-11,female,186
2006-03-11,male,200
2006-03-12,female,39
2006-03-12,male,40
2006-03-13,female,56
2006-03-13,male,76
2006-03-14,female,3
2006-03-14,male,1
2006-03-15,female,88
2006-03-15,male,100
2006-03-16,female,43
2006-03-16,male,44
2006-03-17,female,118
2006-03-17,male,95
2006-03-18,female,109
2006-03-18,male,119
2006-03-19,female,101
2006-03-19,male,132
2006-03-20,female,21
2006-03-20,male,28
2006-03-21,female,86
2006-03-21,male,115
2006-03-22,female,39
2006-03-22,male,34
2006-03-23,female,12
2006-03-23,male,19
2006-03-24,female,46
2006-03-24,male,57
2006-03-25,female,96
2006-03-25,male,75
2006-03-26,female,156
2006-03-26,male,149
2006-03-27,female,70
2006-03-27,male,86
2006-03-28,female,2
2006-03-29,female,99
2006-03-29,male,107
2006-03-30,female,262
2006-03-30,male,285
2006-03-31,female,66
2006-03-31,male,64
2006-04-01,female,99
2006-04-01,male,79
2006-04-02,female,34
2006-04-02,male,46
2006-04-03,female,50
2006-04-03,male,54
2006-04-04,female,7
2006-04-04,male,10
2006-04-05,female,82
2006-04-05,male,94
2006-04-06,female,14
2006-04-06,male,14
2006-04-07,female,109
2006-04-07,male,108
2006-04-08,female,90
2006-04-08,male,89
2006-04-09,female,88
2006-04-09,male,113
2006-04-10,female,157
2006-04-10,male,165
2006-04-11,female,227
2006-04-11,male,220
2006-04-12,female,29
2006-04-12,male,36
2006-04-13,female,158
2006-04-13,male,159
2006-04-14,female,253
2006-04-14,male,297
2006-04-15,female,15
2006-04-15,male,20
2006-04-16,female,29
2006-04-16,male,19
2006-04-17,female,142
2006-04-17,male,149
2006-04-18,female,161
2006-04-18,male,177
2006-04-19,female,56
2006-04-19,male,46
2006-04-20,female,117
2006-04-20,male,148
2006-04-21,female,319
2006-04-21,male,323
2006-04-22,female,324
2006-04-22,male,319
2006-04-23,female,159
2006-04-23,male,162
2006-04-24,female,13
2006-04-24,male,21
2006-04-25,female,75
2006-04-25,male,76
2006-04-26,female,99
2006-04-26,male,79
2006-04-27,female,59
2006-04-27,male,55
2006-04-28,female,93
2006-04-28,male,72
2006-04-29,female,43
2006-04-29,male,40
2006-04-30,female,166
2006-04-30,male,171
2006-05-01,female,86
2006-05-01,male,71
2006-05-02,female,49
2006-05-02,male,66
2006-05-03,female,340
2006-05-03,male,334
2006-05-04,female,219
2006-05-04,male,214
2006-05-05,female,23
2006-05-05,male,20
2006-05-06,female,215
2006-05-06,male,205
2006-05-07,female,10
2006-05-07,male,6
2006-05-08,female,92
2006-05-08,male,110
2006-05-09,female,44
2006-05-09,male,49
2006-05-10,female,49
2006-05-10,male,48
2006-05-11,female,142
2006-05-11,male,146
2006-05-12,female,10
2006-05-12,male,12
2006-05-13,female,19
2006-05-13,male,26
2006-05-14,female,201
2006-05-14,male,227
2006-05-15,female,75
2006-05-15,male,83
2006-05-16,female,402
2006-05-16,male,420
2006-05-17,female,7
2006-05-17,male,7
2006-05-18,female,68
2006-05-18,male,90
2006-05-19,female,122
2006-05-19,male,121
2006-05-20,female,110
2006-05-20,male,146
2006-05-21,female,28
2006-05-21,male,24
2006-05-22,female,197
2006-05-22,male,161
2006-05-23,female,5
2006-05-23,male,2
2006-05-24,female,116
2006-05-24,male,101
2006-05-25,female,110
2006-05-25,male,108
2006-05-26,female,1
2006-05-27,female,8
2006-05-27,male,6
2006-05-28,female,30
2006-05-28,male,32
2006-05-29,female,175
2006-05-29,male,166
2006-05-30,female,34
2006-05-30,male,44
2006-05-31,female,250
2006-05-31,male,261
2006-06-01,female,93
2006-06-01,male,95
2006-06-02,female,205
2006-06-02,male,218
2006-06-03,female,15
2006-06-03,male,16
2006-06-04,female,27
2006-06-04,male,37
2006-06-05,female,272
2006-06-05,male,289
2006-06-06,female,86
2006-06-06,male,81
2006-06-07,female,73
2006-06-07,male,74
2006-06-08,female,42
2006-06-08,male,41
2006-06-09,female,369
2006-06-09,male,398
2006-06-10,female,111
2006-06-10,male,123
2006-06-11,female,124
2006-06-11,male,120
2006-06-12,female,39
2006-06-12,male,49
2006-06-13,female,165
2006-06-13,male,175
2006-06-14,female,66
2006-06-14,male,53
2006-06-15,female,345
2006-06-15,male,342
2006-06-16,female,77
2006-06-16,male,101
2006-06-17,female,19
2006-06-17,male,19
2006-06-18,female,41
2006-06-18,male,53
2006-06-19,female,40
2006-06-19,male,35
2006-06-20,female,76
2006-06-20,male,75
2006-06-21,female,16
2006-06-21,male,25
2006-06-22,female,91
2006-06-22,male,102
2006-06-23,female,15
2006-06-23,male,18
2006-06-24,female,20
2006-06-24,male,19
2006-06-25,female,120
2006-06-25,male,111
2006-06-26,female,90
2006-06-26,male,72
2006-06-27,female,359
2006-06-27,male,364
2006-06-28,female,45
2006-06-28,male,50
2006-06-29,female,21
2006-06-29,male,27
2006-06-30,female,3
2006-06-30,male,3
2006-07-01,female,15
2006-07-01,male,15
2006-07-02,female,147
2006-07-02,male,157
2006-07-03,female,210
2006-07-03,male,192
2006-07-04,female,66
2006-07-04,male,60
2006-07-05,female,51
2006-07-05,male,60
2006-07-06,female,11
2006-07-06,male,8
2006-07-07,female,146
2006-07-07,male,166
2006-07-08,female,38
2006-07-08,male,45
2006-07-09,female,26
2006-07-09,male,27
2006-07-10,female,30
2006-07-10,male,17
2006-07-11,female,123
2006-07-11,male,138
2006-07-12,female,84
2006-07-12,male,83
2006-07-13,female,212
2006-07-13,male,246
2006-07-14,female,93
2006-07-14,male,109
2006-07-15,female,36
2006-07-15,male,41
2006-07-16,female,184
2006-07-16,male,172
2006-07-17,female,8
2006-07-17,male,17
2006-07-18,female,109
2006-07-18,male,107
2006-07-19,female,45
2006-07-19,male,43
2006-07-20,female,138
2006-07-20,male,144
2006-07-21,female,3
2006-07-22,female,572
2006-07-22,male,599
2006-07-23,female,124
2006-07-23,male,130
2006-07-24,female,155
2006-07-24,male,167
2006-07-25,female,102
2006-07-25,male,80
2006-07-26,female,179
2006-07-26,male,198
2006-07-27,female,169
2006-07-27,male,194
2006-07-28,female,2
2006-07-28,male,2
2006-07-29,female,95
2006-07-29,male,112
2006-07-30,female,2
2006-07-30,male,7
2006-07-31,female,93
2006-07-31,male,97
2006-08-01,female,102
2006-08-01,male,62
2006-08-02,female,52
2006-08-02,male,61
2006-08-03,female,8
2006-08-03,male,8
2006-08-04,female,65
2006-08-04,male,62
2006-08-05,female,60
2006-08-05,male,71
2006-08-06,female,98
2006-08-06,male,134
2006-08-07,male,1
2006-08-08,female,174
2006-08-08,male,195
2006-08-09,female,65
2006-08-09,male,56
2006-08-10,female,32
2006-08-10,male,34
2006-08-11,female,35
2006-08-11,male,37
2006-08-12,female,44
2006-08-12,male,41
2006-08-13,female,161
2006-08-13,male,180
2006-08-14,female,226
2006-08-14,male,232
2006-08-15,female,42
2006-08-15,male,42
2006-08-16,female,371
2006-08-16,male,409
2006-08-17,female,63
2006-08-17,male,56
2006-08-18,female,73
2006-08-18,male,82
2006-08-19,female,72
2006-08-19,male,81
2006-08-20,female,35
2006-08-20,male,34
2006-08-21,female,15
2006-08-21,male,16
2006-08-22,female,74
2006-08-22,male,79
2006-08-23,female,80
2006-08-23,male,77
2006-08-24,female,69
2006-08-24,male,69
2006-08-25,female,94
2006-08-25,male,119
2006-08-26,female,7
2006-08-26,male,7
2006-08-27,female,218
2006-08-27,male,265
2006-08-28,female,327
2006-08-28,male,336
2006-08-29,female,176
2006-08-29,male,195
2006-08-30,female,55
2006-08-30,male,39
2006-08-31,female,39
2006-08-31,male,31
2006-09-01,female,263
2006-09-01,male,298
2006-09-02,female,55
2006-09-02,male,52
2006-09-03,female,25
2006-09-03,male,21
2006-09-04,female,259
2006-09-04,male,285
2006-09-05,female,18
2006-09-05,male,20
2006-09-06,female,96
2006-09-06,male,101
2006-09-07,female,70
2006-09-07,male,63
2006-09-08,female,33
2006-09-08,male,35
2006-09-09,female,45
2006-09-09,male,41
2006-09-10,female,24
2006-09-10,male,22
2006-09-11,female,28
2006-09-11,male,37
2006-09-12,female,232
2006-09-12,male,223
2006-09-13,female,79
2006-09-13,male,76
2006-09-14,female,78
2006-09-14,male,80
2006-09-15,female,209
2006-09-15,male,228
2006-09-16,female,86
2006-09-16,male,99
2006-09-17,female,6
2006-09-17,male,5
2006-09-18,female,315
2006-09-18,male,301
2006-09-19,female,183
2006-09-19,male,189
2006-09-20,female,92
2006-09-20,male,84
2006-09-21,female,37
2006-09-21,male,33
2006-09-22,female,36
2006-09-22,male,40
2006-09-23,female,26
2006-09-23,male,34
2006-09-24,female,25
2006-09-24,male,14
2006-09-25,female,37
2006-09-25,male,46
2006-09-26,female,6
2006-09-26,male,8
2006-09-27,female,122
2006-09-27,male,115
2006-09-28,female,13
2006-09-28,male,11
2006-09-29,female,153
2006-09-29,male,152
2006-09-30,female,151
2006-09-30,male,210
2006-10-01,female,10
2006-10-01,male,7
2006-10-02,female,134
2006-10-02,male,148
2006-10-03,female,26
2006-10-03,male,26
2006-10-04,female,38
2006-10-04,male,55
2006-10-05,female,37
2006-10-05,male,33
2006-10-06,female,193
2006-10-06,male,232
2006-10-07,female,86
2006-10-07,male,102
2006-10-08,female,107
2006-10-08,male,101
2006-10-09,female,72
2006-10-09,male,64
2006-10-10,female,38
2006-10-10,male,45
2006-10-11,female,137
2006-10-11,male,166
2006-10-12,female,206
2006-10-12,male,205
2006-10-13,female,142
2006-10-13,male,147
2006-10-14,female,1
2006-10-14,male,4
2006-10-15,female,31
2006-10-15,male,22
2006-10-16,female,79
2006-10-16,male,70
2006-10-17,female,125
